Printer,Accessories,Cust_200,UK,28-07-2023,1,1717,0.08,1210,1579.64,369.64,23.40026842,137.36
Tablet,Electronics,Cust_111,Australia,29-01-2024,8,786,0,947,4778.88,3831.88,80.18364136,0
Headphones,Office,Cust_205,USA,08-04-2023,9,293,0.17,1000,2188.71,1188.71,54.31098684,448.29
Mouse,Accessories,Cust_127,Australia,05-08-2024,6,1066,0.27,1111,4669.08,3558.08,76.20516247,1726.92
Keyboard,Accessories,Cust_363,Australia,08-05-2022,6,1935,0.11,1348,10332.9,8984.9,86.95429163,1277.1
Monitor,Accessories,Cust_373,Germany,01-09-2022,5,1667,0.24,989,6334.6,5345.6,84.38733306,2000.4
Phone,Office,Cust_366,Germany,28-05-2023,8,1318,0.09,896,9595.04,8699.04,90.66184195,948.96
Monitor,Office,Cust_372,Canada,11-11-2024,7,1374,0.21,1014,7598.22,6584.22,86.65476914,2019.78
Laptop,Accessories,Cust_83,Australia,05-12-2022,4,338,0.09,119,1230.32,1111.32,90.32771962,121.68
Phone,Accessories,Cust_63,USA,28-04-2024,9,672,0.15,185,5140.8,4955.8,96.40133831,907.2
Laptop,Accessories,Cust_9,Australia,16-01-2023,7,1458,0.24,828,77565.6,76737.6,98.93251648,2449.44
Monitor,Office,Cust_420,USA,22-03-2023,8,1879,0.18,1043,12326.24,11283.24,91.53837667,2705.76
Monitor,Office,Cust_46,India,22-08-2023,2,81,0.07,439,150.66,-288.34,-191.3845745,11.34
Keyboard,Office,Cust_176,Australia,08-09-2022,7,1740,0.22,1392,9500.4,8108.4,85.34798535,2679.6
Tablet,Accessories,Cust_236,UK,30-03-2022,2,1053,0.29,113,1495.26,1382.26,92.44278587,610.74
Keyboard,Accessories,Cust_280,India,29-11-2024,5,805,0.05,1475,3823.75,2348.75,61.42530239,201.25
Monitor,Electronics,Cust_492,Australia,02-06-2024,9,777,0,397,6013.98,5616.98,93.39871433,0
Tablet,Accessories,Cust_110,Germany,09-12-2024,7,1630,0.15,607,9698.5,9091.5,93.7413002,1711.5
Laptop,Electronics,Cust_307,India,27-04-2023,9,695,0.04,839,6004.8,5165.8,86.02784439,250.2
Monitor,Electronics,Cust_437,Canada,17-01-2024,7,1147,0.24,368,6102.04,5734.04,93.96922996,1926.96
Mouse,Office,Cust_161,UK,29-09-2024,1,447,0.28,1257,321.84,-935.16,-290.5667412,125.16
Mouse,Accessories,Cust_22,UK,15-08-2024,2,1083,0.27,187,1581.18,1394.18,88.17338949,584.82
Keyboard,Accessories,Cust_49,Germany,17-01-2023,4,1255,0.19,172,4066.2,3894.2,95.77000639,953.8
Tablet,Electronics,Cust_318,Germany,13-02-2022,4,1705,0.17,1165,5660.6,4495.6,79.41914285,1159.4
Laptop,Electronics,Cust_64,India,13-11-2022,8,1803,0.01,1059,14279.76,13220.76,92.58390897,144.24
Monitor,Accessories,Cust_480,India,14-09-2022,2,1243,0.27,1259,1814.78,555.78,30.62519975,671.22
Printer,Electronics,Cust_297,Australia,01-10-2024,2,1664,0.28,1263,2396.16,1133.16,47.29066506,931.84
Keyboard,Accessories,Cust_456,Canada,17-12-2022,5,212,0.2,1476,848,-628,-74.05660377,212
Phone,Accessories,Cust_407,Canada,08-09-2023,6,342,0.29,525,1456.92,931.92,63.96507701,595.08
Tablet,Office,Cust_449,India,17-01-2022,7,1215,0.12,401,7484.4,7083.4,94.64218909,1020.6
Monitor,Electronics,Cust_396,Australia,24-01-2024,7,703,0.1,629,4428.9,3799.9,85.7978279,492.1
Phone,Electronics,Cust_198,Germany,17-10-2022,6,1178,0.02,773,6926.64,6153.64,88.84018803,141.36
Headphones,Office,Cust_328,Canada,06-03-2022,7,1253,0.07,147,8157.03,8010.03,98.19787349,613.97
Monitor,Accessories,Cust_292,UK,20-12-2024,3,424,0.16,377,1068.48,691.48,64.7162324,203.52
Mouse,Office,Cust_466,USA,28-01-2023,2,1155,0.18,766,1894.2,1128.2,59.56076444,415.8
Mouse,Office,Cust_59,USA,17-10-2024,4,781,0.16,733,2624.16,1891.16,72.067252,499.84
Monitor,Office,Cust_460,Canada,01-06-2024,2,285,0.27,898,416.1,-481.9,-115.8135064,153.9
Printer,Electronics,Cust_420,Canada,07-05-2022,3,689,0.08,321,1901.64,1580.64,83.11983341,165.36
Mouse,Office,Cust_179,Canada,09-12-2024,5,1973,0.1,1236,8878.5,7642.5,86.07872952,986.5
Keyboard,Electronics,Cust_350,Canada,09-09-2024,2,1414,0.24,1416,2149.28,733.28,34.1174719,678.72
Monitor,Office,Cust_445,Australia,14-01-2024,8,986,0.03,910,7651.36,6741.36,88.10668953,236.64
Mouse,Electronics,Cust_255,Australia,30-05-2023,5,557,0.1,984,2506.5,1522.5,60.74207062,278.5
Monitor,Office,Cust_365,Germany,26-03-2022,1,1894,0.22,157,1477.32,1320.32,89.37264777,416.68
Mouse,Office,Cust_53,India,08-01-2024,2,1013,0.03,1063,1965.22,902.22,45.90936384,60.78
Keyboard,Electronics,Cust_364,Canada,27-06-2023,3,1542,0.19,416,37470.6,37054.6,98.88979627,878.94
Printer,Office,Cust_10,India,28-09-2024,5,1472,0.22,951,5740.8,4789.8,83.43436455,1619.2
Printer,Electronics,Cust_495,Australia,14-10-2022,6,367,0.01,302,2179.98,1877.98,86.1466619,22.02
Mouse,Accessories,Cust_267,Canada,03-03-2022,9,1236,0.12,450,9789.12,9339.12,95.40305972,1334.88
Printer,Office,Cust_228,India,12-06-2022,2,1869,0.09,264,3401.58,3137.58,92.23890075,336.42
Headphones,Accessories,Cust_444,USA,06-10-2024,3,145,0.2,798,348,-450,-129.3103448,87
Tablet,Electronics,Cust_324,India,11-12-2023,7,1100,0.17,677,6391,5714,89.40697856,1309
Headphones,Office,Cust_21,UK,10-12-2022,1,110,0.27,815,80.3,-734.7,-914.9439601,29.7
Headphones,Office,Cust_441,Canada,10-05-2022,1,786,0.21,161,620.94,459.94,74.07156891,165.06
Printer,Accessories,Cust_28,Germany,15-06-2024,3,104,0.29,1155,221.52,-933.48,-421.3976165,90.48
Phone,Electronics,Cust_457,Germany,11-04-2023,6,1433,0.13,334,7480.26,7146.26,95.53491456,1117.74
Monitor,Accessories,Cust_75,Germany,23-05-2023,8,556,0.24,1217,3380.48,2163.48,63.99919538,1067.52
Monitor,Office,Cust_281,Germany,07-08-2022,1,1206,0.17,1260,1000.98,-259.02,-25.87664089,205.02
Headphones,Electronics,Cust_359,Australia,21-07-2023,3,1134,0,354,3402,3048,89.59435626,0
Mouse,Electronics,Cust_409,Germany,02-11-2024,2,215,0,713,309.6,-403.4,-130.2971576,0
Laptop,Electronics,Cust_355,USA,13-05-2023,4,573,0.18,305,1879.44,1574.44,83.7717618,412.56
Tablet,Office,Cust_427,Australia,27-01-2024,5,1569,0.07,1128,7295.85,6167.85,84.53915582,549.15
Mouse,Accessories,Cust_403,Germany,29-07-2022,6,282,0.08,411,15566.4,15155.4,97.35969781,135.36
Keyboard,Accessories,Cust_77,Canada,25-02-2022,6,1285,0.13,907,6707.7,5800.7,86.47822652,1002.3
Monitor,Accessories,Cust_150,UK,17-01-2024,2,212,0.16,353,356.16,3.16,0.887241689,67.84
Phone,Electronics,Cust_82,USA,24-07-2022,1,363,0.13,74,315.81,241.81,76.56818973,47.19
Keyboard,Electronics,Cust_366,UK,24-07-2023,3,365,0.27,330,799.35,469.35,58.71645712,295.65
Tablet,Electronics,Cust_403,Germany,24-05-2024,6,983,0,182,4187.58,4005.58,95.65381437,0
Phone,Electronics,Cust_357,Germany,06-05-2024,8,600,0.24,88,3648,3560,97.5877193,1152
Monitor,Electronics,Cust_393,India,24-05-2022,5,1399,0.09,588,6365.45,5777.45,90.76263265,629.55
Tablet,Electronics,Cust_286,Australia,03-11-2024,3,211,0.17,945,525.39,-419.61,-79.86638497,107.61
Laptop,Electronics,Cust_168,Canada,29-03-2022,2,634,0.16,869,1065.12,196.12,18.41294878,202.88
Keyboard,Electronics,Cust_485,USA,23-11-2024,5,1046,0.1,831,4707,3876,82.34544296,523
Laptop,Accessories,Cust_22,Canada,27-09-2024,2,606,0.02,617,1187.76,570.76,48.05347882,24.24
Monitor,Accessories,Cust_136,USA,17-09-2023,2,115,0.07,752,213.9,-538.1,-251.5661524,16.1
Keyboard,Office,Cust_453,India,16-07-2022,5,1165,0.13,84,5067.75,4983.75,98.34245967,757.25
Monitor,Electronics,Cust_3,Canada,31-08-2024,8,1609,0.09,86,11713.52,11627.52,99.26580567,1158.48
Monitor,Office,Cust_261,Canada,25-01-2024,9,1762,0.04,432,15223.68,14791.68,97.16231555,634.32
Phone,Accessories,Cust_449,UK,23-08-2024,3,1641,0.08,287,4529.16,4242.16,93.66328414,393.84
Keyboard,Electronics,Cust_115,India,10-11-2024,5,905,0.05,139,4298.75,4159.75,96.76650189,226.25
Headphones,Office,Cust_67,India,05-12-2022,1,589,0.03,1141,571.33,-569.67,-99.70944988,17.67
Keyboard,Accessories,Cust_61,India,05-08-2024,9,757,0.01,1362,6744.87,5382.87,79.80687545,68.13
Keyboard,Electronics,Cust_439,Australia,16-01-2022,7,1581,0.28,1107,7968.24,6861.24,86.10734616,3098.76
Tablet,Office,Cust_105,India,29-05-2023,8,216,0.28,669,1244.16,575.16,46.22878086,483.84
Headphones,Office,Cust_59,Australia,07-09-2024,7,1139,0.1,1083,7175.7,6092.7,84.90739579,797.3
Keyboard,Office,Cust_181,Australia,21-07-2023,2,793,0.24,607,1205.36,598.36,49.64160085,380.64
Mouse,Office,Cust_99,Germany,31-10-2022,7,1962,0.16,1230,11536.56,10306.56,89.33824294,2197.44
Tablet,Office,Cust_195,USA,03-02-2022,4,1426,0.08,465,5247.68,4782.68,91.1389414,456.32
Monitor,Accessories,Cust_4,USA,27-06-2022,1,378,0.26,600,279.72,-320.28,-114.5002145,98.28
Monitor,Office,Cust_339,Germany,20-07-2023,1,1446,0.28,301,1041.12,740.12,71.08882742,404.88
Mouse,Office,Cust_120,India,29-04-2022,6,1810,0.07,213,10099.8,9886.8,97.89104735,760.2
Monitor,Electronics,Cust_176,UK,12-05-2022,7,1579,0.29,347,7847.63,7500.63,95.57828287,3205.37
Printer,Accessories,Cust_275,UK,09-06-2024,4,749,0.11,1121,2666.44,1545.44,57.95892651,329.56
Tablet,Electronics,Cust_204,USA,27-11-2023,3,1291,0.2,1079,3098.4,2019.4,65.17557449,774.6
Phone,Office,Cust_38,USA,20-02-2024,5,1913,0.17,46,7938.95,7892.95,99.42057829,1626.05
Phone,Accessories,Cust_73,Germany,27-11-2023,5,1648,0.25,1046,6180,5134,83.07443366,2060
Printer,Electronics,Cust_229,USA,13-11-2024,1,1534,0.29,213,1089.14,876.14,80.44328553,444.86
Phone,Accessories,Cust_44,Australia,15-08-2022,4,1367,0.24,1312,4155.68,2843.68,68.42875294,1312.32
Phone,Electronics,Cust_103,India,22-02-2024,9,1643,0.02,834,14491.26,13657.26,94.24480687,295.74
Monitor,Electronics,Cust_462,Germany,17-08-2022,7,270,0.06,1105,1776.6,671.6,37.80254419,113.4
Keyboard,Accessories,Cust_176,UK,03-03-2024,7,584,0.19,547,3311.28,2764.28,83.48070837,776.72
Printer,Office,Cust_212,India,11-06-2022,8,495,0,427,3405.6,2978.6,87.46182758,0
Monitor,Office,Cust_209,India,16-01-2023,2,1194,0.27,965,1743.24,778.24,44.64330786,644.76
Headphones,Electronics,Cust_337,India,12-01-2022,4,558,0.2,1366,1785.6,419.6,23.49910394,446.4
Headphones,Office,Cust_255,Germany,01-01-2023,6,381,0.18,239,1874.52,1635.52,87.25006935,411.48
Laptop,Office,Cust_165,Canada,16-06-2024,6,449,0.23,254,2074.38,1820.38,87.75537751,619.62
Mouse,Office,Cust_297,UK,27-03-2022,4,769,0.13,1340,2676.12,1336.12,49.92750699,399.88
Headphones,Electronics,Cust_61,UK,16-09-2022,8,1501,0.01,561,11887.92,11326.92,95.28092383,120.08
Printer,Accessories,Cust_367,Australia,06-01-2023,5,1432,0.1,1366,6444,5078,78.80198634,716
Monitor,Office,Cust_90,Canada,25-09-2023,1,388,0.15,1062,329.8,-732.2,-222.0133414,58.2
Printer,Electronics,Cust_200,UK,20-11-2023,1,1717,0.29,997,1219.07,222.07,18.21634525,497.93
Printer,Electronics,Cust_177,USA,16-07-2024,4,1773,0.12,986,6240.96,5254.96,84.20114854,851.04
Mouse,Office,Cust_52,USA,19-06-2023,7,1214,0.09,45,77331.8,77286.8,99.94180919,764.82
Laptop,Office,Cust_271,Canada,02-12-2023,6,1975,0.29,502,8413.5,7911.5,94.0333987,3436.5
Mouse,Office,Cust_477,Canada,30-06-2022,4,1540,0.11,656,5482.4,4826.4,88.03443747,677.6
Mouse,Accessories,Cust_208,Canada,27-01-2023,9,1598,0.21,98,11361.78,11263.78,99.1374591,3020.22
Mouse,Office,Cust_32,India,18-08-2024,1,1094,0.12,715,962.72,247.72,25.73126143,131.28
Laptop,Accessories,Cust_456,Canada,17-09-2023,5,443,0.13,740,1927.05,1187.05,61.59933577,287.95
Tablet,Office,Cust_82,Australia,22-02-2022,7,1420,0,652,8150.8,7498.8,92.0007852,0
Headphones,Accessories,Cust_140,India,04-11-2024,4,1089,0.05,1286,4138.2,2852.2,68.92368663,217.8
Laptop,Office,Cust_438,UK,20-07-2024,2,230,0.18,899,377.2,-521.8,-138.3351007,82.8
Monitor,Office,Cust_144,Canada,10-04-2023,3,618,0.09,1457,1687.14,230.14,13.64083597,166.86
Phone,Office,Cust_235,Australia,31-01-2024,5,1319,0.3,916,4616.5,3700.5,80.15812845,1978.5
Laptop,Electronics,Cust_298,USA,05-07-2022,7,1295,0.29,276,6436.15,6160.15,95.71172207,2628.85
Phone,Accessories,Cust_273,UK,13-05-2024,1,601,0.1,888,540.9,-347.1,-64.1708264,60.1
Phone,Accessories,Cust_482,India,26-01-2023,6,966,0.06,915,5448.24,4533.24,83.20558566,347.76
Phone,Office,Cust_231,Australia,15-04-2022,6,928,0.16,1105,4677.12,3572.12,76.37435003,890.88
Mouse,Electronics,Cust_71,USA,29-01-2022,4,356,0.27,319,1039.52,720.52,69.31275974,384.48
Keyboard,Electronics,Cust_175,India,15-06-2022,3,511,0.16,642,1287.72,645.72,50.14444134,245.28
Phone,Office,Cust_92,Canada,15-02-2023,8,948,0.1,429,6825.6,6396.6,93.71483826,758.4
Keyboard,Electronics,Cust_134,Canada,16-11-2023,3,1005,0.01,1454,2984.85,1530.85,51.28733437,30.15
Headphones,Electronics,Cust_124,Canada,05-11-2024,2,142,0.14,697,244.24,-452.76,-185.3750409,39.76
Monitor,Office,Cust_324,Australia,02-08-2023,4,163,0,228,652,424,65.03067485,0
Monitor,Office,Cust_302,Australia,31-08-2023,3,1020,0.21,56,2417.4,2361.4,97.68346157,642.6
Tablet,Electronics,Cust_356,India,12-08-2022,2,740,0.27,1187,1080.4,-106.6,-9.866716031,399.6
Printer,Electronics,Cust_106,Australia,08-08-2023,1,1797,0.09,1220,1635.27,415.27,25.39458316,161.73
Monitor,Office,Cust_386,Germany,04-09-2022,2,1701,0.08,313,31298.4,30985.4,98.99994888,272.16
Headphones,Office,Cust_220,Canada,30-07-2024,6,889,0.21,384,4213.86,3829.86,90.88721505,1120.14
Laptop,Electronics,Cust_460,UK,09-07-2023,4,1241,0.11,808,4417.96,3609.96,81.71101594,546.04
Keyboard,Electronics,Cust_286,Germany,21-06-2024,6,1661,0.16,122,8371.44,8249.44,98.54266411,1594.56
Phone,Electronics,Cust_257,India,03-02-2024,6,687,0.08,1425,3792.24,2367.24,62.42326435,329.76
Printer,Electronics,Cust_140,Australia,31-05-2023,6,823,0.3,1230,3456.6,2226.6,64.41590002,1481.4
Laptop,Office,Cust_401,Germany,07-09-2023,2,1629,0.09,926,2964.78,2038.78,68.76665385,293.22
Laptop,Electronics,Cust_447,Germany,25-07-2022,2,1726,0.12,220,3037.76,2817.76,92.75782155,414.24
Phone,Electronics,Cust_390,UK,31-03-2022,9,1932,0.16,1036,14605.92,13569.92,92.90698566,2782.08
Monitor,Accessories,Cust_48,Canada,29-07-2024,3,1660,0.26,1273,3685.2,2412.2,65.45642028,1294.8
Monitor,Office,Cust_495,UK,06-12-2023,8,119,0.11,1148,847.28,-300.72,-35.49239921,104.72
Tablet,Accessories,Cust_11,UK,18-08-2023,4,1628,0,193,4753.76,4560.76,95.94005587,0
Printer,Accessories,Cust_378,Canada,10-03-2023,7,734,0.22,790,4007.64,3217.64,80.28765059,1130.36
Mouse,Accessories,Cust_70,USA,03-08-2023,7,322,0.13,1499,1960.98,461.98,23.55862885,293.02
Laptop,Accessories,Cust_62,Germany,11-06-2023,7,1436,0.2,498,8041.6,7543.6,93.80720255,2010.4
Monitor,Office,Cust_270,Australia,08-12-2024,3,1333,0.18,283,3279.18,2996.18,91.36979367,719.82
Mouse,Accessories,Cust_257,Australia,11-01-2024,8,125,0.05,1450,950,-500,-52.63157895,50
Headphones,Office,Cust_498,USA,30-08-2022,6,1258,0.2,251,6038.4,5787.4,95.84326974,1509.6
Laptop,Office,Cust_161,USA,02-01-2024,6,1230,0.25,175,5535,5360,96.83830172,1845
Mouse,Accessories,Cust_260,Australia,30-07-2024,2,176,0.02,37,344.96,307.96,89.27411874,7.04
Tablet,Office,Cust_397,UK,17-01-2024,1,496,0.18,216,406.72,190.72,46.89221086,89.28
Phone,Office,Cust_399,Australia,08-02-2022,1,414,0.08,480,380.88,-99.12,-26.02394455,33.12
Mouse,Office,Cust_348,Germany,22-07-2024,3,962,0.18,805,2366.52,1561.52,65.98380745,519.48
Printer,Accessories,Cust_395,UK,14-07-2024,4,440,0.28,1365,1267.2,-97.8,-7.71780303,492.8
Monitor,Electronics,Cust_293,India,31-01-2024,2,1610,0.26,226,2382.8,2156.8,90.51536008,837.2
Mouse,Electronics,Cust_208,USA,07-08-2022,6,683,0.26,410,3032.52,2622.52,86.47989131,1065.48
Phone,Office,Cust_226,Canada,06-03-2024,8,1487,0.26,1302,8803.04,7501.04,85.20965485,3092.96
Tablet,Office,Cust_468,USA,07-08-2024,5,1627,0.04,1079,7809.6,6730.6,86.18367138,325.4
Keyboard,Electronics,Cust_444,USA,26-06-2022,7,354,0.17,464,2056.74,1592.74,77.44002645,421.26
Laptop,Accessories,Cust_16,Canada,13-10-2023,4,1920,0.26,850,5683.2,4833.2,85.04363739,1996.8
Keyboard,Office,Cust_9,Australia,09-01-2023,8,1679,0.05,1038,12760.4,11722.4,91.86545876,671.6
Mouse,Electronics,Cust_152,UK,09-10-2023,3,1504,0.23,770,3474.24,2704.24,77.83687943,1037.76
Mouse,Electronics,Cust_398,USA,13-08-2022,4,558,0.13,1184,1941.84,757.84,39.02690232,290.16
Phone,Accessories,Cust_176,Australia,17-07-2023,4,1146,0.18,1321,3758.88,2437.88,64.85655302,825.12
Phone,Electronics,Cust_115,Germany,20-10-2023,1,505,0.05,624,479.75,-144.25,-30.06774362,25.25
Printer,Accessories,Cust_499,Canada,29-12-2024,3,1322,0.08,752,3648.72,2896.72,79.39003267,317.28
Tablet,Electronics,Cust_234,Germany,21-07-2022,7,280,0.01,348,1940.4,1592.4,82.06555349,19.6
Phone,Accessories,Cust_248,USA,12-05-2024,6,1678,0.18,882,8255.76,7373.76,89.3165499,1812.24
Phone,Accessories,Cust_36,UK,19-02-2023,5,963,0.12,1288,42372,41084,96.96025677,577.8
Printer,Electronics,Cust_237,UK,22-09-2023,4,1094,0.29,356,3106.96,2750.96,88.54185442,1269.04
Monitor,Office,Cust_86,UK,06-02-2024,8,155,0.01,1186,1227.6,41.6,3.388725969,12.4
Headphones,Office,Cust_333,Australia,13-03-2024,6,253,0.03,1489,1472.46,-16.54,-1.123290276,45.54
Laptop,Accessories,Cust_481,UK,09-02-2023,7,1453,0.14,522,8747.06,8225.06,94.03228056,1423.94
Printer,Office,Cust_44,India,05-09-2023,8,1236,0.29,1174,7020.48,5846.48,83.2774967,2867.52
